site_no,event_id,peak_date,peak_value,peak_quantile,peak2zero,drying_rate,p_value,calendar_year,season,meteorologic_year,dry_date_start,dry_date_mean,dry_dur
08052700,540,96,1.6,0.5683402168301497,4,0.5868645423335086,0.4221281086930564,1998,Spring,1998,99,99.5,2
08052700,541,101,0.4,0.3949406298399587,2,NA,NA,1998,Spring,1998,102,103,3
08052700,543,110,0.5,0.4238513164687661,3,1.321928094887361,NA,1998,Spring,1998,112,113.5,4
08052700,544,116,1.2,0.535234899328859,5,-0.0403016506408764,0.8749019368828088,1998,Spring,1998,120,123.5,8
08052700,545,128,2.8,0.6350671140939598,3,0.4864772062124324,NA,1998,Spring,1998,130,201.5,144
08052700,547,278,1.5,0.5599509550851832,3,0.5439593106327714,NA,1998,Fall,1998,280,284.5,10
08052700,548,290,34,0.8524780588538978,5,1.1628083645359362,0.02870054513490426,1998,Fall,1998,294,298.5,10
08052700,549,305,1.8,0.5836344863190501,3,0.6826061944859851,NA,1998,Fall,1998,307,310,7
08052700,551,316,130,0.9235286525554982,9,1.087830314385663,4.652018657316216e-6,1998,Fall,1998,324,327,7
08052700,562,37,8.8,0.7609705730511099,7,0.8238017855565315,0.010799614460918545,1999,Winter,1998,43,50.5,16
08052700,568,92,185,0.9388229220443985,16,0.8962916220430351,5.591848350224006e-6,1999,Spring,1999,107,109,5
08052700,570,123,48,0.8714506969540526,5,1.0637346150155695,0.007806262547654616,1999,Spring,1999,127,127,1
08052700,571,129,193,0.9405007743933919,11,0.05805368816898446,0.8683994607875658,1999,Spring,1999,139,141.5,6
08052700,576,173,2.4,0.6175141972121838,11,0.7617656311884872,0.0024043518841190257,1999,Summer,1999,183,184.5,4
08052700,577,189,1.8,0.5836344863190501,6,1.1400872906198514,0.09110973770957619,1999,Summer,1999,194,224,61
08052700,578,280,0.2,0.311564274651523,2,NA,NA,2001,Fall,2001,281,281,1
08052700,579,285,1300,0.9936112545172948,15,0.9708392990704627,4.415343210292354e-4,2001,Fall,2001,299,299.5,2
08052700,582,313,0.3,0.356672689726381,6,-0.6037593748197114,0.5444899978904921,2001,Fall,2001,318,321.5,8
08052700,605,164,0.4,0.3949406298399587,10,0.05077505761100212,0.8820466081850328,2002,Spring,2002,173,174,3
08052700,606,184,1.5,0.5599509550851832,9,0.9192478944941106,0.020016018829788765,2002,Summer,2002,192,192,1
08052700,607,195,27.3,0.8398296334537946,19,0.823589922810694,5.861149543617478e-5,2002,Summer,2002,213,219.5,14
08052700,608,229,0.2,0.311564274651523,2,NA,NA,2002,Summer,2002,230,233,7
08052700,610,244,0.5,0.4238513164687661,2,NA,NA,2002,Summer,2002,245,245,1
08052700,612,252,1.9,0.591313887454827,14,0.23748327011347717,0.32333522528114256,2002,Summer,2002,265,271,13
08052700,617,306,41.1,0.8626097057305111,9,0.7284635061308203,0.0031870538828169433,2002,Fall,2002,314,317,7
08052700,623,343,272,0.9534073309241095,10,1.0786336736494893,1.8214597083391372e-6,2002,Fall,2002,352,353.5,4
08052700,625,364,917,0.9886422302529685,14,1.0186303253420623,2.0564032530012178e-6,2003,Winter,2002,12,15,7
08052700,626,20,0.4,0.3949406298399587,6,-0.24051593217167022,0.4434383823287761,2003,Winter,2002,25,25.5,2
08052700,640,120,6,0.7187016004130098,12,0.38504392123684444,0.015571450487451887,2003,Spring,2003,131,132,3
08052700,641,136,0.6,0.4484383066597832,3,9.765776891268478e-17,NA,2003,Spring,2003,138,138,1
08052700,650,192,3.3,0.6529426948890036,4,0.8689011973552772,0.3021913501349662,2003,Summer,2003,195,223.5,58
08052700,653,262,1.6,0.5683402168301497,13,0.4095387132616368,0.09185660186180923,2003,Fall,2003,274,274.5,2
08052700,667,45,17.6,0.8122096024780588,6,0.4906238438630079,0.20018795104640044,2004,Winter,2003,50,51,3
08052700,671,73,8,0.7488384099122354,4,0.9874143597702915,0.304643312819115,2004,Winter,2003,76,84,17
08052700,734,153,9.2,0.765358802271554,22,0.44897781326902897,0.010448265272364404,2005,Spring,2005,174,196.5,46
08052700,736,224,0.9,0.5019359834796077,12,-0.3859705280705581,0.21793442114364966,2005,Summer,2005,235,274,79
08052700,743,55,1.1,0.5247160557563242,3,-0.36907024642854247,NA,2006,Winter,2005,57,66,19
08052700,754,131,1,0.5138745482705214,59,0.5965945707785432,3.9805913012937584e-7,2006,Summer,2006,189,224,71
08052700,755,261,0.5,0.4238513164687661,15,-0.157992546100596,0.7230464669156657,2006,Fall,2006,275,278.5,8
08052700,757,288,1.9,0.591313887454827,4,-0.006306695391195949,0.9921355715328577,2006,Fall,2006,291,293.5,6
08052700,758,309,64.5,0.8879065565307176,3,0.908501296568144,NA,2006,Fall,2006,311,321.5,22
08052700,759,333,69.1,0.8915203923593186,4,0.7599327626811877,0.3180742246080376,2006,Fall,2006,336,342,13
08052700,766,32,0.8,0.4879969024264326,7,0.11735972695517252,0.4020620753240974,2007,Winter,2006,38,38,1
08052700,767,45,0.7,0.4690887971089313,7,-0.44620467538406067,0.6479074778758077,2007,Winter,2006,51,51.5,2
08052700,826,191,0.3,0.356672689726381,20,-0.3430043539047741,0.13820072386433263,2008,Summer,2008,210,210.5,2
08052700,827,213,0.2,0.311564274651523,2,NA,NA,2008,Summer,2008,214,218.5,10
08052700,832,257,0.3,0.356672689726381,3,0.5849625007211556,NA,2008,Summer,2008,259,268,19
08052700,833,281,0.3,0.356672689726381,4,-0.6845351232142726,0.42885706986802224,2008,Fall,2008,284,285.5,4
08052700,837,315,2.1,0.6028007227671657,4,1.1870754553669494,0.030017299669729377,2008,Fall,2008,318,319.5,4
08052700,841,344,0.9,0.5019359834796077,3,0.892789260714372,NA,2008,Fall,2008,346,346,1
08052700,856,72,50.9,0.8742901393908106,6,0.8335097941945891,0.01841904857334307,2009,Winter,2008,77,88.5,24
08052700,858,107,2.7,0.6299690242643263,7,0.13764666911238532,0.6135838789338619,2009,Spring,2009,113,115,5
08052700,865,161,77.8,0.8972638100154878,18,1.1314932364993482,1.728720884885992e-8,2009,Spring,2009,178,178,1
08052700,866,180,0.7,0.4690887971089313,4,0.6609640474436813,0.04220144186121389,2009,Summer,2009,183,184,3
08052700,867,187,0.2,0.311564274651523,3,4.377507880875871e-16,NA,2009,Summer,2009,189,194.5,12
08052700,897,67,213,0.9437274135260713,11,0.984117073826174,1.586976244608974e-7,2010,Winter,2009,77,77,1
08052700,900,92,2.1,0.6028007227671657,6,0.5318344283203599,0.05968183153167713,2010,Spring,2010,97,101.5,10
08052700,901,108,4.1,0.6760454310789882,4,0.5032930493149329,0.11664596380784747,2010,Spring,2010,111,122,23
08052700,902,134,9.1,0.764713474445018,3,1.4924707782226114,NA,2010,Spring,2010,136,159,47
08052700,903,191,9.3,0.7660041300980899,10,1.3354403847601817,1.760325406450544e-4,2010,Summer,2010,200,215,31
08052700,904,238,0.3,0.356672689726381,5,-0.079869147404278,0.8948830949082484,2010,Summer,2010,242,242,1
08052700,905,244,11.9,0.7843959731543624,5,0.9528752152758012,0.07023021847078835,2010,Summer,2010,248,248,1
08052700,933,183,0.2,0.311564274651523,11,-0.8888888888888892,0.03526520347507974,2011,Summer,2011,193,209.5,34
08052700,979,159,0.7,0.4690887971089313,56,0.5363556796582032,4.672280815604702e-4,2013,Summer,2013,214,238,49
08052700,1039,189,0.3,0.356672689726381,22,-0.2666807898797627,0.4042106971903401,2015,Summer,2015,210,212.5,6
08052700,1040,217,0.3,0.356672689726381,6,-0.12694899722520248,0.8317592054857412,2015,Summer,2015,222,230,17
08052700,1075,209,0.5,0.4238513164687661,17,-0.2726124418111021,0.16144874829126718,2016,Summer,2016,225,225,1
08052700,1078,245,0.2,0.311564274651523,8,-0.8333333333333323,0.117386795146294,2016,Summer,2016,252,252,1
08052700,1079,254,0.2,0.311564274651523,6,-0.75,0.2722284012244164,2016,Summer,2016,259,259.5,2
08052700,1080,270,0.6,0.4484383066597832,7,0.5003542899381396,0.5947920156351407,2016,Fall,2016,276,277.5,4
08052700,1105,196,0.4,0.3949406298399587,15,-0.39796129672532216,0.17993097549196382,2017,Summer,2017,210,211.5,4
08052700,1109,235,127,0.9226251935983479,12,0.9446096451141848,6.047680433749323e-8,2017,Summer,2017,246,249.5,8
08052700,1132,156,1,0.5138745482705214,10,0.3573038592746428,0.2853918277833973,2018,Spring,2018,165,166,3
08052700,1133,171,0.6,0.4484383066597832,29,0.12833230710854188,0.41997328438046777,2018,Summer,2018,199,202.5,8
08052700,1134,208,1.9,0.591313887454827,8,1.2114397032810766,0.04609234401905262,2018,Summer,2018,215,217.5,6
08052700,1180,182,0.6,0.4484383066597832,24,-0.6584857248023748,0.002762784077241547,2019,Summer,2019,205,207,5
08052700,1205,103,106,0.9143004646360351,18,0.8104189903597431,8.51304650437744e-9,2020,Spring,2020,120,127.5,16
08052700,1213,195,0.2,0.311564274651523,4,NA,NA,2020,Summer,2020,198,199,3
08052700,1216,212,0.8,0.4879969024264326,4,0.1697716246934383,0.2506267139406745,2020,Summer,2020,215,215,1
08052700,1217,219,0.3,0.356672689726381,4,-0.20751874963942252,0.9044762634653094,2020,Summer,2020,222,224.5,6
08052700,1219,232,1.3,0.5440113577697471,2,NA,NA,2020,Summer,2020,233,233.5,2
08052700,1222,253,28.1,0.8413784202374807,7,0.8936298833312399,2.6747885801862724e-5,2020,Summer,2020,259,277,37
08052700,1241,77,0.3,0.356672689726381,3,0.5849625007211556,NA,2021,Winter,2020,79,79,1
08052700,1258,199,0.4,0.3949406298399587,16,0.243113889471153,0.2358304437210701,2021,Summer,2021,214,220.5,14
08052700,1297,235,0.6,0.4484383066597832,30,-0.03329929265836694,0.8597693761631134,2022,Summer,2022,264,267,7
08052700,1298,277,0.3,0.356672689726381,18,-0.7930738297094326,0.014919012627794177,2022,Fall,2022,294,294,1
08052700,1340,235,0.6,0.4484383066597832,9,-0.48913968598165414,0.15767668261075599,2023,Summer,2023,243,248,11
08052700,1341,260,2,0.5968637067630356,3,3.321928094887359,NA,2023,Summer,2023,262,262.5,2
08052700,1342,264,2.2,0.60809241094476,4,1.6609640474436815,0.2278520147860671,2023,Summer,2023,267,267,1
11128500,25,205,1,0.3342293906810036,13,0.4167626172999972,0.16253514091604376,1979,Summer,1979,217,244.5,56
11128500,26,273,29,0.7996031746031746,6,1.04081128291125,0.05083749450849787,1979,Fall,1979,278,285,15
11128500,60,227,0.6,0.3182283666154634,18,-0.3053643833658001,0.04885405383552385,1980,Summer,1980,244,294.8809523809524,126
11128500,70,108,5,0.5238095238095238,35,0.17623157174042853,0.0711723416572504,1981,Spring,1981,142,196.5,110
11128500,72,273,3,0.43164362519201227,10,-0.122226862169235,0.6959478205844918,1981,Fall,1981,282,293.5,24
11128500,89,46,2,0.38428059395801334,9,0.3753754697076758,0.17281665815805947,1982,Winter,1981,54,56.5,6
11128500,94,116,4.5,0.49878392217101897,20,0.4882199320539354,0.001041870792267004,1982,Spring,1982,135,188,107
11128500,95,244,62,0.8812724014336918,8,1.1051042667176725,9.391754252959674e-4,1982,Summer,1982,251,258,15
11128500,156,117,1.8,0.3731438812083973,10,0.2819746736507673,0.34129054756034305,1984,Spring,1984,126,165,79
11128500,158,211,4.2,0.48559907834101385,2,NA,NA,1984,Summer,1984,212,240.5,58
11128500,159,270,15,0.7293266769073221,3,1.389975000480771,NA,1984,Summer,1984,272,291.5,40
11128500,184,88,2.6,0.41084229390681004,5,0.47358338675266315,0.023385934053197183,1985,Spring,1985,92,121.5,60
11128500,185,154,55,0.867831541218638,4,0.7415926772411842,0.4364568923658357,1985,Spring,1985,157,187.5,62
11128500,186,269,54,0.8660394265232975,9,-0.10698058839779404,0.7281209117260539,1985,Fall,1985,277,295,37
11128500,197,13,2,0.38428059395801334,12,0.9170815618609517,0.006675242937404836,1986,Winter,1985,24,26,5
11128500,207,110,8.3,0.6353046594982079,13,0.510922167263649,0.016436053019203718,1986,Spring,1986,122,122.5,2
11128500,210,141,0.9,0.33038914490527393,16,-0.033242700414890636,0.8639452274792112,1986,Spring,1986,156,182.5,54
11128500,215,252,44,0.8431259600614439,7,0.42594269689670616,0.2550587632289848,1986,Summer,1986,258,262,9
11128500,217,276,2.8,0.4205069124423963,3,0.05059814014877411,NA,1986,Fall,1986,278,282,9
11128500,218,287,0.1,0.29691500256016384,2,NA,NA,1986,Fall,1986,288,293.5,12
11128500,219,300,0.1,0.29691500256016384,2,NA,NA,1986,Fall,1986,301,321,41
11128500,225,32,0.9,0.33038914490527393,3,0.892789260714372,NA,1987,Winter,1986,34,48,29
11128500,228,79,0.9,0.33038914490527393,3,0.892789260714372,NA,1987,Winter,1986,81,119.5,78
11128500,229,161,41,0.8349974398361495,67,0.7272739279594024,1.7623344572042548e-12,1987,Summer,1987,227,287,121
11128500,231,351,0.3,0.30510752688172044,3,0.5849625007211556,NA,1987,Fall,1987,353,357,9
11128500,233,4,5.5,0.5419226830517153,9,0.5326188721359747,0.12373609667995356,1988,Winter,1987,12,13.5,4
11128500,235,23,1.3,0.34965437788018433,6,0.07068150862447961,0.6246633748486043,1988,Winter,1987,28,28,1
11128500,236,30,0.7,0.322452636968766,3,-0.1386468838532139,NA,1988,Winter,1987,32,45,27
11128500,237,59,215,0.9427163338453661,15,0.6370438438530002,0.09508665162069888,1988,Winter,1987,73,91,37
11128500,240,126,0.6,0.3182283666154634,5,0.031253398319743525,0.894703658655767,1988,Spring,1988,130,152.5,46
11128500,241,186,117,0.9174987199180747,16,0.021868356129681278,0.9315665766599506,1988,Summer,1988,201,253,105
11128500,242,307,36,0.8211725550435228,4,0.9185855605477413,0.18650215260997163,1988,Fall,1988,310,312.5,6
11128500,245,335,2.9,0.4257552483358935,8,-0.0784215771405371,0.7887422559320069,1988,Fall,1988,342,346,9
11128500,252,34,1.3,0.34965437788018433,4,-0.20896189836185802,0.6240509069819964,1989,Winter,1988,37,37,1
11128500,253,39,3.3,0.4460445468509985,12,0.37144030822228785,2.0303609966223324e-4,1989,Winter,1988,50,100.5,102
11128500,254,154,78,0.8986175115207373,8,0.6078268081655831,6.488025478296607e-4,1989,Spring,1989,161,205.5,90
11128500,256,259,65,0.8858166922683052,6,0.16119271842725902,0.6705082889230431,1989,Summer,1989,264,281.23893805309734,113
11128500,257,14,3.1,0.4365079365079365,6,-0.11178917874708123,0.8088891617737559,1990,Winter,1989,19,32.5,28
11128500,258,47,2.7,0.41493855606758834,5,0.04427006025391949,0.8479011504756381,1990,Winter,1989,51,146.5,192
11128500,259,247,71,0.8929851510496671,5,0.4804361539560894,0.2846929206693798,1990,Summer,1990,251,199.5,190
11128500,266,117,0.7,0.322452636968766,5,0.06378854096374952,0.8407712003015573,1991,Spring,1991,121,121.5,2
11128500,267,124,0.7,0.322452636968766,5,-0.014430723035507782,0.9622751964177518,1991,Spring,1991,128,143.5,32
11128500,273,189,58,0.8734639016897081,8,0.9774543259833876,0.00236076040944951,1991,Summer,1991,196,236,81
11128500,276,302,66,0.8872887864823349,11,0.4480501300755934,0.027241670247621367,1991,Fall,1991,312,336,49
11128500,283,30,3.5,0.4561571940604199,9,-0.18378287754887052,0.604151976427823,1992,Winter,1991,38,38,1
11128500,293,109,76,0.8974654377880185,7,0.022016771182622404,0.8670925872356501,1992,Spring,1992,115,174.5,120
11128500,299,257,48,0.8540066564260113,4,0.30457883950993825,0.14818794075418146,1992,Summer,1992,260,262.5,6
11128500,339,224,6.2,0.5688044034818228,15,0.3186143831589928,2.15454408552995e-5,1993,Summer,1993,238,240,5
11128500,340,246,3,0.43164362519201227,5,0.7775999532059743,0.35526507069471014,1993,Summer,1993,250,277.5,56
11128500,359,161,0.2,0.30158730158730157,2,NA,NA,1994,Spring,1994,162,162.5,2
11128500,360,164,0.1,0.29691500256016384,12,-0.39999999999999997,0.14111328125000003,1994,Spring,1994,175,191.5,34
11128500,395,205,0.8,0.32622887864823347,14,0.2000237046409807,0.3682070376125156,1995,Summer,1995,218,252,69
11128500,417,112,5.6,0.5464029697900665,25,0.2881730282569164,2.925134663023472e-5,1996,Spring,1996,136,168.5,66
11128500,449,106,2,0.38428059395801334,4,-0.23606371529163725,0.6657681734912724,1997,Spring,1997,109,110,3
11128500,452,131,1.8,0.3731438812083973,6,-0.2082160394205341,0.10326579762085397,1997,Spring,1997,136,165.5,60
11128500,569,41,104,0.9119303635432667,2,NA,NA,2002,Summer,2002,192,202.5,22
11128500,626,173,0.7,0.322452636968766,11,-0.20949119177518888,0.2905858460441621,2003,Summer,2003,183,267.6505376344086,186
11128500,642,99,0.8,0.32622887864823347,6,-0.41418164847987804,0.5535688374318267,2004,Spring,2004,104,150.5,94
11128500,820,161,0.5,0.3144521249359959,2,NA,NA,2007,Spring,2007,162,168.5,14
11128500,1013,197,0.5,0.3144521249359959,8,0.3430769397250146,0.4726338829281782,2010,Summer,2010,204,204,1
11128500,1014,205,0.1,0.29691500256016384,2,NA,NA,2010,Summer,2010,206,208,5
11128500,1015,211,0.2,0.30158730158730157,2,NA,NA,2010,Summer,2010,212,212.5,2
11128500,1182,103,2.5,0.40770609318996415,6,0.09912129218089993,0.7303731739301978,2013,Spring,2013,108,110.5,6
11128500,1183,114,0.3,0.30510752688172044,2,NA,NA,2013,Spring,2013,115,155.5,82
11128500,1237,107,2.3,0.398489503328213,11,-0.5042507101567226,0.04573845956495785,2014,Spring,2014,117,186,139
11128500,1259,82,0.7,0.322452636968766,4,-0.17581774187673638,0.7562498684472427,2015,Winter,2014,85,151,133
11128500,1267,283,1,0.3342293906810036,2,NA,NA,2015,Fall,2015,284,308.8235294117647,85
11128500,1268,22,0.4,0.3096518177163338,3,0.9999999999999992,NA,2016,Winter,2015,24,24,1
11128500,1278,93,0.8,0.32622887864823347,3,5.788889731447332e-17,NA,2016,Spring,2016,95,146,103
11128500,1284,241,60.1,0.8773041474654378,12,0.7494025687886008,0.02015699249558678,2016,Summer,2016,252,290.5,78
11128500,1285,330,0.2,0.30158730158730157,2,NA,NA,2016,Fall,2016,331,339.5,18
11128500,1286,349,0.1,0.29691500256016384,2,NA,NA,2016,Fall,2016,350,353,7
11128500,1287,357,2,0.38428059395801334,2,NA,NA,2016,Fall,2016,358,207.64285714285714,14
11128500,1288,7,1.4,0.35432667690732206,6,0.6081148442113259,0.18353285768434194,2017,Winter,2016,12,13,3
11128500,1301,119,1,0.3342293906810036,3,-0.17291252465308382,NA,2017,Spring,2017,121,123,5
11128500,1303,130,0.9,0.33038914490527393,3,-0.10175559829607277,NA,2017,Spring,2017,132,132,1
11128500,1305,135,0.2,0.30158730158730157,2,NA,NA,2017,Spring,2017,136,136,1
11128500,1306,137,0.1,0.29691500256016384,2,NA,NA,2017,Spring,2017,138,186,97
11128500,1338,40,1.5,0.3586149513568868,2,NA,NA,2018,Winter,2017,41,54,27
11128500,1339,68,0.1,0.29691500256016384,2,NA,NA,2018,Winter,2017,69,73,9
11128500,1342,99,0.2,0.30158730158730157,3,4.377507880875871e-16,NA,2018,Spring,2018,101,160,119
11128500,1346,245,43.7,0.8417818740399385,18,0.4554997097412727,0.012435310493341078,2018,Summer,2018,262,301.3551401869159,107
11128500,1347,4,0.1,0.29691500256016384,2,NA,NA,2019,Winter,2018,5,7,5
11128500,1377,202,0.4,0.3096518177163338,4,1.7576542048952584e-16,0.9999999999999997,2019,Summer,2019,205,205,1
11128500,1378,206,0.1,0.29691500256016384,2,NA,NA,2019,Summer,2019,207,207,1
11128500,1379,209,0.5,0.3144521249359959,2,NA,NA,2019,Summer,2019,210,273,127
11128500,1380,337,0.2,0.30158730158730157,2,NA,NA,2019,Fall,2019,338,339,3
11128500,1381,341,0.1,0.29691500256016384,2,NA,NA,2019,Fall,2019,342,346.5,10
11128500,1411,216,1.2,0.34491807475678443,16,-0.03668716850755857,0.8536115498141401,2020,Summer,2020,231,237.5,14
11128500,1445,116,2.1,0.3892089093701997,18,0.13620476861697292,0.5634467392297804,2021,Spring,2021,133,175.5,86
11128500,1493,122,0.5,0.3144521249359959,8,0.08732300223872075,0.8356291086167633,2022,Spring,2022,129,179,101
